Area Code,Day Mins,Phone,State,Prob,CustServ Calls,Eve Mins,Intl Mins
510,135.8,352-9130,AK,1.583729338e-10,2,200.6,12.3
510,133,383-6544,AK,1.583729338e-10,1,262.8,11.2
408,267.9,374-9203,AL,1.000000000,3,223,11.3
408,264.9,337-4600,AL,1.000000000,1,281.2,8.4
408,246.6,333-3447,AL,1.583729338e-10,1,141.4,13
408,242.8,391-6773,AL,1.583729338e-10,5,234.1,6
408,242.2,371-7366,AL,1.583729338e-10,1,159.7,8.9
408,237.2,351-6585,AL,1.583729338e-10,1,222.6,11
408,224.7,364-7622,AL,1.583729338e-10,1,129.4,15.8
408,218.9,361-2924,AL,1.583729338e-10,2,299.9,11.3
408,209.5,403-9417,AL,1.583729338e-10,1,172.8,8.8
408,202.3,333-4154,AL,1.583729338e-10,0,201.5,6.8
408,169.3,384-9243,AL,1.583729338e-10,2,156,11.6
408,161,383-1509,AL,1.583729338e-10,4,190.9,12.1
408,151.8,348-9383,AL,1.583729338e-10,1,103.6,12.2
408,141.3,404-5387,AL,1.583729338e-10,1,168,7.8
408,128.2,408-2119,AL,1.583729338e-10,1,133.2,11.2
408,127.9,411-4232,AL,1.583729338e-10,0,271.2,12.5
408,86.8,332-3804,AL,1.583729338e-10,1,108.1,13.2
408,83.6,404-5283,AL,1.583729338e-10,1,203.9,8.1
415,264.4,348-6659,AL,1.583729338e-10,2,219.6,11.3
415,262.9,393-4528,AL,1.583729338e-10,1,149.5,8.1
415,254.4,399-4094,AL,1.583729338e-10,0,161.7,10.5
415,242.9,421-2245,AL,1.583729338e-10,1,170.9,4.8
415,237.7,380-3910,AL,1.583729338e-10,0,207.1,4.5
415,232.5,336-5920,AL,1.583729338e-10,0,205.5,11.9
415,230.3,345-7014,AL,1.583729338e-10,1,77.9,13.2
415,229.9,350-7273,AL,1.583729338e-10,1,202.4,14.2
415,223,356-1567,AL,1.583729338e-10,0,110.1,7.1
415,217.8,343-4806,AL,1.583729338e-10,4,189.7,10.4
415,214.4,331-6229,AL,1.583729338e-10,3,235.2,8
415,212.9,349-3732,AL,1.583729338e-10,3,187,6.3
415,200.6,410-5455,AL,1.583729338e-10,2,289.5,11.2
415,194.6,390-3565,AL,1.583729338e-10,3,232.8,3.8
415,192.7,361-7998,AL,1.583729338e-10,2,225.9,10.9
415,192.2,355-9295,AL,1.583729338e-10,1,168.6,9.4
415,191.9,375-2975,AL,1.000000000,1,256.1,14.3
415,190.3,330-9294,AL,1.583729338e-10,1,249,10.6
415,183.4,389-4278,AL,1.583729338e-10,3,237.6,9
415,181.9,352-5393,AL,1.583729338e-10,1,151.5,7.5
415,178,352-2998,AL,1.583729338e-10,1,153.8,11.7
415,177.5,373-3251,AL,1.583729338e-10,2,287.4,11.9
415,166.5,341-7296,AL,1.583729338e-10,0,261,13.3
415,163,408-4174,AL,1.583729338e-10,2,219.1,6.7
415,161.9,336-2322,AL,1.583729338e-10,3,230.1,10.2
415,160.3,377-5258,AL,1.583729338e-10,0,221.3,11.2
415,154,358-1129,AL,1.583729338e-10,3,185.5,8.2
415,143.1,354-4333,AL,1.583729338e-10,2,239.6,7.1
415,128.3,380-3437,AL,1.000000000,7,197.1,12.2
415,128.1,418-3096,AL,1.583729338e-10,1,143.4,11.6
415,127.3,395-7923,AL,1.000000000,5,222.3,13.7
415,103.3,362-7835,AL,1.583729338e-10,2,138.5,9
415,98.8,404-8765,AL,1.583729338e-10,3,146.9,10
415,95,338-7683,AL,1.583729338e-10,2,291.2,10
510,308,388-8583,AL,1.583729338e-10,1,247.8,7.4
510,232.4,378-5633,AL,1.583729338e-10,3,186,12.3
510,230.9,404-9680,AL,1.583729338e-10,0,187.4,6.3
510,223.4,391-8027,AL,1.583729338e-10,0,220.6,6.3
510,207.6,335-5882,AL,1.583729338e-10,0,132.4,14.1
510,194.4,369-6880,AL,1.583729338e-10,2,254.9,17.2
510,192.3,390-7370,AL,1.583729338e-10,2,88.7,10.5
510,189.4,339-5659,AL,1.583729338e-10,3,219,7.1
510,158.7,391-8677,AL,1.583729338e-10,2,181.7,7.7
510,153.4,366-4225,AL,1.583729338e-10,0,198.5,10.4
510,109.4,352-6732,AL,1.583729338e-10,0,207.5,11.6
408,268,338-1400,AR,1.583729338e-10,3,153.6,17
408,251.9,371-9602,AR,1.583729338e-10,2,194.6,8.4
408,206.9,410-3725,AR,1.583729338e-10,0,167.7,10.9
408,197,411-5859,AR,1.583729338e-10,1,202.6,9.1
408,185.8,390-4789,AR,1.583729338e-10,1,192.3,6.6
408,154.6,339-3636,AR,1.583729338e-10,1,263,15.5
408,152.9,348-7448,AR,1.583729338e-10,2,171.2,12
408,152.2,406-2752,AR,1.583729338e-10,1,177.2,5.3
408,145.7,329-8115,AR,1.583729338e-10,0,191,11.3
408,136.2,333-2964,AR,1.583729338e-10,0,165.1,9.6
408,107.3,345-3614,AR,1.000000000,4,238.2,10
408,55.3,373-6379,AR,1.583729338e-10,1,164.7,10.2
415,267.8,402-3892,AR,1.000000000,5,316.4,14.4
415,253,396-9279,AR,1.583729338e-10,2,138.9,11.8
415,247.6,365-2341,AR,1.583729338e-10,2,256.3,10.8
415,247.5,337-1586,AR,1.000000000,2,225.4,10.2
415,238.9,389-6082,AR,1.583729338e-10,2,187.2,11.8
415,227.1,328-7833,AR,1.000000000,5,120.5,4.7
415,224.2,332-5820,AR,1.000000000,1,314.9,16.1
415,215.1,365-4728,AR,1.583729338e-10,1,197.4,10.6
415,209.7,408-3610,AR,1.583729338e-10,2,183.6,7.1
415,199.2,380-2758,AR,1.583729338e-10,3,187.3,13.3
415,185.4,337-9878,AR,1.583729338e-10,2,197.6,14.5
415,178.8,388-6223,AR,1.583729338e-10,1,178.4,7.5
415,164,411-8956,AR,1.583729338e-10,0,153.1,6.4
415,157.6,346-9317,AR,1.583729338e-10,0,184.3,11.9
415,157.3,353-2557,AR,1.583729338e-10,0,257.7,9.6
415,157,379-7192,AR,1.583729338e-10,2,256.9,12.1
415,146.3,420-4089,AR,1.583729338e-10,1,218.7,11.5
415,143.2,416-3649,AR,1.000000000,4,179.5,6.2
415,139.3,385-7157,AR,1.000000000,7,192.3,9.3
415,133.3,343-5219,AR,1.000000000,3,182.9,12.9
415,124.3,340-4953,AR,1.583729338e-10,1,173,7.9
415,122.2,338-6714,AR,1.000000000,5,131.7,10.3
415,111.2,409-6588,AR,1.000000000,6,263.5,9
415,96.7,380-3974,AR,1.583729338e-10,2,193.8,9.7
415,69.4,328-2982,AR,1.583729338e-10,0,190.8,8.9
510,242.3,387-2604,AR,1.000000000,0,350.9,11.3
510,214.9,330-5168,AR,1.583729338e-10,0,198.2,8.2
510,192.8,393-3507,AR,1.583729338e-10,1,158,12.7
510,175.4,374-5530,AR,1.583729338e-10,1,250.7,9.8
510,172.7,376-1000,AR,1.583729338e-10,2,139.1,11.7
510,170.7,377-9092,AR,1.583729338e-10,2,240.2,11.4
510,160.7,409-5519,AR,1.583729338e-10,0,146.8,8.2
510,148.5,329-9046,AR,1.583729338e-10,3,146.5,9.9
510,146.5,338-9171,AR,1.583729338e-10,3,284.5,14
510,142.5,363-5853,AR,1.583729338e-10,2,195.7,7.8
510,133.1,343-7242,AR,1.583729338e-10,1,221.2,6.8
408,249.6,360-1596,AZ,1.000000000,1,252.4,11.8
408,239.9,417-4404,AZ,1.583729338e-10,0,174.8,9.8
408,238.1,334-2577,AZ,1.583729338e-10,4,187.2,11.8
408,181.8,354-7339,AZ,1.583729338e-10,4,202.4,9.2
408,173.2,411-4674,AZ,1.583729338e-10,3,196.8,11.2
408,170.1,390-7434,AZ,1.583729338e-10,1,193.3,12.8
408,169.7,386-3596,AZ,1.583729338e-10,3,165.9,12.8
408,167.6,420-3346,AZ,1.583729338e-10,4,219.2,11.7
408,167.6,405-1842,AZ,1.583729338e-10,1,113,12.2
408,158,334-1339,AZ,1.583729338e-10,0,207.9,10.1
408,150.2,385-9657,AZ,1.583729338e-10,1,185.7,12.1
408,149.8,393-4086,AZ,1.583729338e-10,1,164.4,8.1
408,137.3,370-8262,AZ,1.583729338e-10,0,184.2,10.2
415,271.6,399-7865,AZ,1.583729338e-10,2,229.4,10.9
415,268.4,404-3106,AZ,1.000000000,2,150.6,9.7
415,253.5,360-1406,AZ,1.583729338e-10,0,117.9,14
415,232.4,420-1782,AZ,1.583729338e-10,1,153.3,10.5
415,220.8,366-9015,AZ,1.583729338e-10,2,156.2,10.5
415,220.7,389-9783,AZ,1.583729338e-10,4,119.3,11.5
415,210.7,404-4481,AZ,1.583729338e-10,1,219.2,7.2
415,198.2,327-3954,AZ,1.583729338e-10,4,207.3,8.7
415,194.9,419-3937,AZ,1.583729338e-10,2,191.6,13.2
415,193.3,415-6333,AZ,1.583729338e-10,3,154.7,9.4
415,183,358-1958,AZ,1.583729338e-10,0,72.9,9.5
415,179.3,362-3660,AZ,1.583729338e-10,0,252.7,8
415,179.2,422-4241,AZ,1.583729338e-10,2,210.7,9.2
415,179.1,387-6103,AZ,1.583729338e-10,3,190.6,10.6
415,172.8,417-9844,AZ,1.583729338e-10,2,193.4,12.8
415,156.2,414-4276,AZ,1.583729338e-10,2,215.5,9.9
415,155.9,400-6999,AZ,1.583729338e-10,3,162.3,13.1
415,153.7,331-9861,AZ,1.583729338e-10,1,137.8,15.9
415,142.9,332-6633,AZ,1.583729338e-10,1,88.6,10.8
415,141.1,370-4395,AZ,1.583729338e-10,2,147.2,8
415,137.8,413-6380,AZ,1.583729338e-10,2,235.5,11
415,134.2,375-4770,AZ,1.583729338e-10,1,211.9,8.2
415,131.1,390-1552,AZ,1.583729338e-10,1,176.2,4.3
415,104.7,352-2175,AZ,1.583729338e-10,3,82.2,15.8
415,98.2,366-2212,AZ,1.583729338e-10,2,180.5,9.3
415,87.6,332-3381,AZ,1.583729338e-10,2,266.9,9.8
415,58.9,407-7035,AZ,1.583729338e-10,1,169.6,9.4
510,272.4,407-9830,AZ,1.583729338e-10,0,107.9,12.7
510,215.4,369-6012,AZ,1.583729338e-10,1,328.7,7.8
510,205.2,362-2314,AZ,1.583729338e-10,0,240.6,14.4
510,204.5,350-7227,AZ,1.583729338e-10,2,139.6,8.6
510,178.7,354-4568,AZ,1.583729338e-10,4,215.7,10.6
510,154,337-8618,AZ,1.000000000,4,198.9,9.5
510,121.5,385-7387,AZ,1.583729338e-10,2,271.4,11.3
510,110.9,327-3053,AZ,1.583729338e-10,1,158.5,6.2
510,92,405-6641,AZ,1.583729338e-10,1,253.6,10.3
510,81.3,341-5892,AZ,1.583729338e-10,0,220.6,8.9
510,78.7,391-6260,AZ,1.583729338e-10,0,225.6,14
408,249.8,329-9067,CA,1.000000000,0,242.4,11.6
408,139.6,358-4036,CA,1.583729338e-10,1,250.2,10.8
415,280,417-1488,CA,1.000000000,0,202.2,10.4
415,268.6,405-3371,CA,1.583729338e-10,2,178.2,11.6
415,252.1,375-5547,CA,1.583729338e-10,1,226.1,13.8
415,218,357-1909,CA,1.000000000,0,114.4,12.4
415,210.3,341-1916,CA,1.583729338e-10,4,241.8,13.1
415,208.7,346-5036,CA,1.583729338e-10,0,212.8,8.5
415,199.3,394-9220,CA,1.583729338e-10,0,193.4,7
415,191.1,345-1243,CA,1.583729338e-10,0,129.2,12.9
415,189.6,415-3689,CA,1.583729338e-10,2,179,11.4
415,183.4,341-3270,CA,1.583729338e-10,1,281.3,8.2
415,183,330-8351,CA,1.583729338e-10,1,206.7,11.1
415,178.7,356-5491,CA,1.583729338e-10,2,178.6,8
415,165.8,383-4802,CA,1.583729338e-10,1,186.9,0
415,149.9,402-6744,CA,1.000000000,0,170.9,11.5
415,111.9,338-6962,CA,1.000000000,5,114,14.1
415,109.6,409-9911,CA,1.000000000,4,249.3,8.3
510,239.9,328-8980,CA,1.000000000,2,261.6,8.9
510,196.2,388-6026,CA,1.000000000,0,176.5,15.2
510,183.4,341-4103,CA,1.583729338e-10,1,195.5,10.5
510,163.6,350-1422,CA,1.583729338e-10,3,146.7,13.1
510,157.6,416-8701,CA,1.000000000,5,194.1,9.4
510,155.9,379-5503,CA,1.583729338e-10,2,224.2,8.6
510,134.8,339-7602,CA,1.583729338e-10,1,204.1,6.7
510,107.9,388-4331,CA,1.583729338e-10,0,187,0
408,277,377-4518,CO,1.583729338e-10,1,238.3,8.3
408,271.8,349-3005,CO,1.000000000,4,237.2,8.7
408,270.9,334-8694,CO,1.000000000,0,226.2,8.8
408,257.1,341-4463,CO,1.000000000,1,312.2,8.8
408,237.1,338-9398,CO,1.583729338e-10,1,223.5,13.2
408,236.2,386-7337,CO,1.583729338e-10,0,189.4,13.3
408,199.5,408-1513,CO,1.583729338e-10,2,207.5,8.1
408,198.4,370-7574,CO,1.000000000,3,75.3,5.8
408,190.2,393-4027,CO,1.583729338e-10,6,166.4,15
408,188.8,328-1222,CO,1.583729338e-10,4,217.4,8.2
408,183.8,393-8199,CO,1.583729338e-10,1,229.7,7.7
408,171.8,419-7415,CO,1.583729338e-10,1,301.7,9.7
408,167.7,409-4447,CO,1.000000000,3,93.7,13.4
408,151.5,378-8029,CO,1.583729338e-10,1,147.8,10
408,150.5,364-6445,CO,1.583729338e-10,1,152.9,3.5
408,141.7,329-6192,CO,1.583729338e-10,0,268.3,8.5
408,125.1,351-6552,CO,1.583729338e-10,3,248.8,11.2
408,124.3,368-6174,CO,1.583729338e-10,0,207.1,14.8
408,120.5,386-8690,CO,1.583729338e-10,1,227.8,10.2
408,115.3,372-9091,CO,1.583729338e-10,1,224.7,18
408,62.4,393-7984,CO,1.000000000,5,169.9,5.7
415,350.8,343-5709,CO,1.000000000,1,216.5,10.1
415,294.9,362-8763,CO,1.583729338e-10,3,165.7,9.8
415,277.5,357-4265,CO,1.583729338e-10,1,131.8,8.2
415,225.2,394-6278,CO,1.583729338e-10,2,215.1,9.1
415,221.6,370-8379,CO,1.583729338e-10,4,285.2,12.7
415,217.8,405-1132,CO,1.583729338e-10,0,214.7,11.3
415,215.6,400-5984,CO,1.583729338e-10,1,195.3,3.6
415,211.8,408-6725,CO,1.583729338e-10,3,230.9,10.7
415,211.2,332-9896,CO,1.583729338e-10,0,252.7,12.3
415,204.5,336-5495,CO,1.583729338e-10,3,162.4,13.4
415,197.8,379-9524,CO,1.000000000,4,133.9,10.9
415,194.8,406-5710,CO,1.583729338e-10,0,209.9,12.8
415,184.7,408-3262,CO,1.000000000,2,262,12.3
415,170.8,397-7125,CO,1.583729338e-10,1,236.7,12.7
415,153.5,420-7066,CO,1.583729338e-10,1,241.9,10.6
415,149.7,344-5206,CO,1.583729338e-10,3,212.5,12.6
415,148.6,371-4306,CO,1.583729338e-10,1,131.1,10.1
415,138.1,368-2845,CO,1.583729338e-10,1,164.5,8.3
415,133.8,418-4365,CO,1.583729338e-10,0,180.5,8.9
415,131.8,378-9029,CO,1.583729338e-10,2,136.7,7.7
415,127,379-4257,CO,1.583729338e-10,1,323.2,7.5
415,85.9,342-4004,CO,1.583729338e-10,0,193.9,10.1
415,30.9,408-4530,CO,1.583729338e-10,1,187,8.6
510,283.2,394-6668,CO,1.583729338e-10,5,239.7,6.3
510,205.5,377-1479,CO,1.583729338e-10,1,219.3,14
510,182.1,327-1319,CO,1.583729338e-10,3,164.6,12.7
510,158.8,407-5056,CO,1.583729338e-10,2,188.5,9.8
510,153.6,331-3842,CO,1.583729338e-10,1,205.5,12.5
510,117.6,360-1643,CO,1.583729338e-10,2,159.2,11.3
510,61.9,373-4274,CO,1.583729338e-10,3,262.6,8.8
408,301.7,351-9037,CT,1.583729338e-10,1,167.1,10.5
408,294.2,344-5181,CT,1.000000000,0,232.5,9
408,239.1,354-7077,CT,1.583729338e-10,5,209.1,13.3
408,231.9,398-8122,CT,1.583729338e-10,2,211.8,12.3
408,213.4,357-2679,CT,1.583729338e-10,1,204.9,9.5
408,207.7,345-2401,CT,1.583729338e-10,0,210.6,9.6
408,202,344-1136,CT,1.000000000,2,184.3,7.4
408,198.6,339-5329,CT,1.583729338e-10,2,213.9,10.6
408,190,344-8498,CT,1.583729338e-10,1,116.6,12.2
408,186.7,388-4879,CT,1.583729338e-10,1,335,16.5
408,177.2,398-8578,CT,1.583729338e-10,2,228.7,8.9
408,137.6,410-5192,CT,1.583729338e-10,3,162,5.8
408,134.9,347-7675,CT,1.583729338e-10,3,248.4,14.7
408,118.1,374-1551,CT,1.583729338e-10,1,144.3,8.2
408,103.4,339-2734,CT,1.583729338e-10,1,189.3,14.4
408,95.4,330-6165,CT,1.583729338e-10,1,207.2,5.6
408,90.7,345-2476,CT,1.583729338e-10,2,207.5,5.6
408,49.2,363-3763,CT,1.583729338e-10,1,143.9,12.1
415,283.1,375-2098,CT,1.583729338e-10,3,286.2,11.3
415,271.1,404-4809,CT,1.000000000,1,237.4,8.4
415,245,339-1330,CT,1.000000000,1,250.7,13.7
415,240,402-3908,CT,1.000000000,0,134.1,9.3
415,234.9,360-2329,CT,1.000000000,1,270.8,13.9
415,229.4,417-7973,CT,1.583729338e-10,2,257.4,8
415,225.3,406-9926,CT,1.000000000,1,108.2,17.3
415,221.8,342-5701,CT,1.583729338e-10,1,166,13.2
415,215.3,374-7285,CT,1.583729338e-10,0,242.4,12.1
415,213,418-5708,CT,1.583729338e-10,4,226.2,11.1
415,206.1,337-9303,CT,1.583729338e-10,1,224.6,13
415,198.4,392-5941,CT,1.583729338e-10,0,235.9,10.1
415,187.3,409-7523,CT,1.000000000,0,160.7,9.6
415,177.1,360-9676,CT,1.583729338e-10,0,163.7,7.4
415,175.9,347-6994,CT,1.583729338e-10,1,285.2,13
415,171.9,419-6564,CT,1.583729338e-10,2,159,7.6
415,162.3,406-3069,CT,1.000000000,4,149.1,14.8
415,161.8,387-4064,CT,1.583729338e-10,0,273,13.7
415,151,386-8432,CT,1.583729338e-10,2,120.6,9.2
415,146.7,363-8824,CT,1.583729338e-10,3,274,8.9
415,142.4,416-4351,CT,1.583729338e-10,1,318.7,11.1
415,137.4,421-6694,CT,1.583729338e-10,2,176.7,10.2
415,126,366-6751,CT,1.583729338e-10,1,144.3,7.6
415,124.4,387-6065,CT,1.583729338e-10,2,320.9,10.4
415,115.5,418-8257,CT,1.583729338e-10,0,252.2,7.5
415,115,372-5384,CT,1.583729338e-10,3,137.8,7.3
415,100.1,390-9359,CT,1.583729338e-10,0,246.3,5.9
415,82.3,414-9119,CT,1.583729338e-10,1,167.2,7.2
415,37.8,334-4438,CT,1.583729338e-10,3,155.3,14.2
510,321.6,370-5527,CT,1.000000000,2,251.6,11.3
510,220.8,361-1900,CT,1.583729338e-10,0,265.7,6.4
510,213.8,364-6381,CT,1.583729338e-10,2,159.6,5
510,203.8,380-3186,CT,1.583729338e-10,1,205.1,9
510,196.6,404-3238,CT,1.583729338e-10,1,180.6,6.6
510,189.3,411-8549,CT,1.583729338e-10,4,220.9,9.2
510,174.8,416-9021,CT,1.583729338e-10,0,219.6,12.8
510,165.4,380-7277,CT,1.583729338e-10,3,183.7,8.9
510,165.3,351-1007,CT,1.583729338e-10,3,223.5,7.6
510,107.2,416-1536,CT,1.583729338e-10,1,86.8,9.7
510,81.6,330-1175,CT,1.583729338e-10,1,235.6,9.9
408,306.2,345-1994,DC,1.583729338e-10,0,189.7,11.7
408,239.8,329-6191,DC,1.583729338e-10,2,221.9,7.3
408,215.9,399-8615,DC,1.583729338e-10,0,200.6,15.5
408,178.7,393-5802,DC,1.583729338e-10,2,271,16.4
408,168.6,368-2458,DC,1.583729338e-10,1,168.6,12.3
408,168.6,354-8914,DC,1.583729338e-10,2,187.7,14.4
408,164.5,406-5023,DC,1.583729338e-10,4,230.9,9.9
408,149,369-3626,DC,1.000000000,2,131,8.6
408,132,418-7478,DC,1.583729338e-10,1,173.3,11.6
408,124.7,387-3422,DC,1.583729338e-10,1,250.4,7.8
408,122,355-5922,DC,1.583729338e-10,1,138.3,5.8
408,83,399-6786,DC,1.583729338e-10,0,177,13
408,51.5,327-9957,DC,1.583729338e-10,3,164,9.5
415,257.3,361-8367,DC,1.583729338e-10,0,184.8,13.5
415,252.9,378-2940,DC,1.583729338e-10,1,284.3,12.3
415,244.1,402-5076,DC,1.583729338e-10,3,203.4,7.7
415,231.8,370-4139,DC,1.583729338e-10,1,232.9,7.6
415,224.4,337-1506,DC,1.583729338e-10,2,147.9,6.7
415,221.6,394-5537,DC,1.583729338e-10,1,130.2,11.3
415,219.5,354-1558,DC,1.583729338e-10,1,222.1,16.1
415,211,406-8599,DC,1.583729338e-10,3,217,9.8
415,209.2,404-1002,DC,1.583729338e-10,2,116.6,16.5
415,202,329-9364,DC,1.583729338e-10,1,243.2,10.9
415,190.6,343-1323,DC,1.583729338e-10,3,220.1,6
415,186.8,402-9704,DC,1.583729338e-10,2,173.7,9.7
415,185.4,333-9511,DC,1.583729338e-10,4,178.5,8
415,169.8,384-7873,DC,1.583729338e-10,1,65.2,10.9
415,167.3,402-5155,DC,1.000000000,1,230,10.6
415,161.4,392-5512,DC,1.583729338e-10,0,220.6,5.1
415,152.8,345-8397,DC,1.583729338e-10,1,183.6,10.5
415,147.1,354-5689,DC,1.000000000,5,161,9
415,146.4,410-1190,DC,1.583729338e-10,1,196.5,7.8
415,142,398-2138,DC,1.583729338e-10,1,241.6,11.3
415,133.3,336-7696,DC,1.583729338e-10,0,255.5,11.6
415,123.7,421-9846,DC,1.583729338e-10,0,248.5,13.3
415,96.1,384-6264,DC,1.583729338e-10,1,246.8,9.7
415,85.7,371-1514,DC,1.583729338e-10,2,247.7,10.1
415,57.1,406-5870,DC,1.583729338e-10,3,199.7,6.5
510,227.4,385-7861,DC,1.583729338e-10,0,211.5,11.9
510,222.6,406-6669,DC,1.583729338e-10,1,190.3,11.5
510,219.2,392-6647,DC,1.583729338e-10,1,206,15
510,204.5,353-2763,DC,1.583729338e-10,0,208.8,9.8
510,203.2,368-8964,DC,1.583729338e-10,2,152.5,9.7
510,184.1,391-2231,DC,1.583729338e-10,2,204.9,9.8
510,143.9,400-9770,DC,1.583729338e-10,1,194.9,11.1
510,138.6,377-7177,DC,1.583729338e-10,1,172.3,9.8
510,132.4,330-4364,DC,1.583729338e-10,2,200.3,6
510,122.4,362-8280,DC,1.583729338e-10,1,143.8,11.5
510,107.7,386-2317,DC,1.583729338e-10,0,188.9,8.9
510,68.5,403-2455,DC,1.583729338e-10,0,337.1,12.1
408,215.6,420-3857,DE,1.583729338e-10,5,192.9,10.1
408,197.1,421-9144,DE,1.583729338e-10,1,165.9,12.8
408,187,364-1995,DE,1.583729338e-10,2,134.6,7.4
408,182.3,377-9932,DE,1.583729338e-10,2,328.2,11.2
408,139,390-1760,DE,1.583729338e-10,0,132.9,12.1
408,127.7,352-5542,DE,1.583729338e-10,1,182.9,10.6
408,126.7,359-9794,DE,1.583729338e-10,1,206,13.3
408,117.1,363-8755,DE,1.583729338e-10,3,249.6,11.1
408,101.1,351-8894,DE,1.583729338e-10,2,214.4,10.3
408,94.4,388-9944,DE,1.583729338e-10,2,215.1,13.1
415,254.8,355-9541,DE,1.583729338e-10,2,143.4,15
415,243.1,361-9845,DE,1.583729338e-10,2,213.8,12.1
415,222.8,347-4626,DE,1.583729338e-10,0,180.5,13
415,217.4,349-4703,DE,1.583729338e-10,0,213.8,6.6
415,214.1,379-3953,DE,1.583729338e-10,1,240.5,10.1
415,198.5,354-9068,DE,1.583729338e-10,2,266.6,8
415,197.9,362-7318,DE,1.583729338e-10,3,181.5,6.7
415,197,386-1374,DE,1.583729338e-10,1,269.3,10.8
415,195.9,415-8164,DE,1.583729338e-10,2,227,13.2
415,179.9,327-5817,DE,1.583729338e-10,3,189.2,12.8
415,177.2,379-4372,DE,1.583729338e-10,3,248.9,8.6
415,176.8,345-5338,DE,1.583729338e-10,1,224.7,7.5
415,175.8,345-3734,DE,1.583729338e-10,2,206.6,11.1
415,168.8,417-2716,DE,1.583729338e-10,0,241.4,15.5
415,153.6,420-6465,DE,1.000000000,0,232.9,14.1
415,150,350-2250,DE,1.583729338e-10,3,293.8,10.3
415,140.7,415-1141,DE,1.583729338e-10,2,210.9,12.4
415,128.6,419-3167,DE,1.583729338e-10,0,134,11.4
415,103.7,391-8124,DE,1.583729338e-10,2,236.3,14.8
415,101.7,353-1954,DE,1.583729338e-10,3,202.8,9.4
415,86.5,384-8890,DE,1.583729338e-10,2,285.2,8.7
510,334.3,332-6181,DE,1.000000000,0,192.1,10.4
510,250.6,374-4664,DE,1.583729338e-10,1,187.9,7.8
510,211.5,420-2796,DE,1.583729338e-10,2,184.6,13.3
510,209.4,400-2203,DE,1.583729338e-10,2,132.5,11.3
510,200.6,419-9509,DE,1.583729338e-10,1,164.1,2.5
510,186.9,363-8244,DE,1.583729338e-10,1,240,5.8
510,184.2,367-8298,DE,1.583729338e-10,2,181.6,12.8
510,181.5,406-2454,DE,1.583729338e-10,1,196.9,10.3
510,171.5,361-6563,DE,1.000000000,1,160,5
510,169.6,365-8779,DE,1.583729338e-10,0,264.1,9.3
510,157.1,332-5521,DE,1.000000000,4,184.9,8.5
510,148.5,346-2359,DE,1.583729338e-10,1,276.4,12.4
